order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
91b2a010e1e45e6ba3d133fa997597be,84,delivered,5/2/2018 11:45,5/3/2018 12:55,5/10/2018 16:16,5/16/2018 20:56,5/23/2018 0:00
ecab90c9933c58908d3d6add7c6f5ae3,11,delivered,2/25/2018 13:50,2/25/2018 14:47,2/26/2018 22:28,3/27/2018 23:29,4/13/2018 0:00
f70a0aff17df5a6cdd9a7196128bd354,34,delivered,8/10/2017 11:58,8/12/2017 2:45,8/17/2017 15:35,8/18/2017 14:28,8/23/2017 0:00
1790eea0b567cf50911c057cf20f90f9,86,delivered,4/16/2018 21:15,4/16/2018 22:10,4/18/2018 13:05,5/5/2018 12:28,5/15/2018 0:00
989225ba6d0ebd5873335f7e01de2ae7,8,delivered,12/12/2017 13:56,12/14/2017 13:54,12/16/2017 0:18,1/3/2018 18:03,1/8/2018 0:00
d887b52c6516beb39e8cd44a5f8b60f7,46,delivered,2/3/2018 12:38,2/3/2018 12:50,2/5/2018 21:26,2/22/2018 0:07,3/7/2018 0:00
b276e4f8c0fb86bd82fce576f21713e0,28,delivered,7/29/2018 23:34,7/29/2018 23:45,7/30/2018 14:43,7/31/2018 22:48,8/6/2018 0:00
8563039e855156e48fccee4d611a3196,50,delivered,2/17/2018 15:59,2/17/2018 16:15,2/20/2018 23:03,3/20/2018 0:59,3/20/2018 0:00
60550084e6b4c0cb89a87df1f3e5ebd9,17,delivered,2/21/2018 18:15,2/23/2018 2:10,2/27/2018 18:52,3/13/2018 23:58,3/29/2018 0:00
5acce57f8d9dfd55fa48e212a641a69d,97,delivered,7/31/2017 21:37,8/2/2017 2:56,8/3/2017 18:32,8/8/2017 21:24,8/22/2017 0:00
434d158e96bdd6972ad6e6d73ddcfd22,93,delivered,6/1/2018 12:23,6/5/2018 3:35,6/8/2018 11:49,6/18/2018 21:32,7/17/2018 0:00
7206b86ea789983f7a273ea7fa0bc2a8,3,delivered,3/26/2018 17:12,3/26/2018 17:28,3/28/2018 17:22,4/5/2018 22:11,4/12/2018 0:00
1e7aff52cdbb2451ace09d0f848c3699,11,delivered,5/19/2017 18:53,5/19/2017 19:05,5/22/2017 10:16,5/31/2017 13:58,6/12/2017 0:00
6ea2f835b4556291ffdc53fa0b3b95e8,77,delivered,11/24/2017 21:27,11/25/2017 0:21,12/13/2017 21:14,12/28/2017 18:59,12/21/2017 0:00
948097deef559c742e7ce321e5e58919,26,delivered,8/4/2017 17:10,8/4/2017 17:25,8/7/2017 17:52,8/12/2017 14:08,9/1/2017 0:00
d22e9fa5731b9e30e8b27afcdc2f8563,86,delivered,8/4/2018 23:25,8/4/2018 23:35,8/6/2018 15:03,8/13/2018 23:34,9/13/2018 0:00
ee64d42b8cf066f35eac1cf57de1aa85,5,shipped,6/4/2018 16:44,6/5/2018 4:31,6/5/2018 14:32,,6/28/2018 0:00
6ebaec694d7025e2ad4a05dba887c032,97,delivered,5/18/2017 13:55,5/18/2017 14:05,5/19/2017 12:01,5/29/2017 12:47,6/9/2017 0:00
d17dc4a904426827ca80f2ccb3a6be56,91,delivered,5/14/2017 20:28,5/14/2017 20:42,5/16/2017 8:17,5/25/2017 9:14,6/12/2017 0:00
25f4376934e13d3508486352e11a5db0,86,delivered,5/17/2018 16:59,5/18/2018 1:17,5/18/2018 13:02,5/21/2018 15:22,5/25/2018 0:00
5820a1100976432c7968a52da59e9364,44,delivered,7/29/2018 11:24,7/29/2018 11:44,7/30/2018 13:47,8/2/2018 22:09,8/13/2018 0:00
2ce1ad82022c1ba30c2079502ac725aa,37,delivered,8/9/2017 20:19,8/11/2017 4:15,8/11/2017 17:52,8/16/2017 17:16,8/31/2017 0:00
138849fd84dff2fb4ca70a0a34c4aa1c,58,delivered,2/1/2018 14:02,2/3/2018 2:53,2/6/2018 19:13,2/14/2018 13:41,2/23/2018 0:00
47aa4816b27ba60ec948cd019cc1afc1,75,delivered,6/26/2018 13:42,6/27/2018 8:35,6/27/2018 13:20,7/3/2018 18:37,7/20/2018 0:00
9faeb9b2746b9d7526aef5acb08e2aa0,36,delivered,7/26/2018 14:39,7/26/2018 14:55,7/27/2018 12:04,7/31/2018 22:26,8/16/2018 0:00
641fb0752bf5b5940c376b3a8bb9dc52,81,delivered,12/15/2017 0:06,12/15/2017 0:14,12/19/2017 1:58,1/3/2018 15:09,1/16/2018 0:00
e425680f760cbc130be3e53a9773c584,34,delivered,8/31/2017 8:15,8/31/2017 8:30,8/31/2017 20:06,9/4/2017 20:59,9/20/2017 0:00
40c5e18f7d112b59b3e5113a59a905b3,79,delivered,6/11/2018 10:25,6/11/2018 10:58,6/14/2018 13:03,6/19/2018 0:31,7/16/2018 0:00
734e7d1bbaeb2ff82521ca0fe6fb6f79,11,delivered,6/11/2018 8:18,6/11/2018 8:31,6/11/2018 14:54,6/14/2018 21:32,7/5/2018 0:00
66e4624ae69e7dc89bd50222b59f581f,48,delivered,3/9/2018 14:50,3/9/2018 15:40,3/15/2018 0:31,4/3/2018 13:28,4/2/2018 0:00
a685d016c8a26f71a0bb67821070e398,60,delivered,3/13/2017 18:14,3/13/2017 18:14,3/22/2017 14:03,4/6/2017 13:37,3/30/2017 0:00
2edfd6d1f0b4cd0db4bf37b1b224d855,2,delivered,6/13/2017 21:11,6/15/2017 3:05,6/16/2017 14:55,6/19/2017 18:51,7/6/2017 0:00
68873cf91053cd11e6b49a766db5af1a,24,delivered,11/30/2017 22:02,12/2/2017 2:51,12/4/2017 22:07,12/5/2017 20:28,12/18/2017 0:00
f346ad4ee8f630e5e4ddaf862a34e6dd,80,delivered,8/5/2018 13:09,8/5/2018 13:24,8/6/2018 13:41,8/10/2018 18:35,8/15/2018 0:00
8f06cc6465925031568537b815f1198d,63,delivered,11/15/2017 11:31,11/15/2017 11:46,11/16/2017 22:03,11/22/2017 22:41,12/5/2017 0:00
ccbabeb0b02433bd0fcbac46e70339f2,74,delivered,2/19/2018 20:31,2/21/2018 6:15,2/22/2018 21:04,3/9/2018 22:22,3/13/2018 0:00
688052146432ef8253587b930b01a06d,56,delivered,4/22/2018 8:48,4/24/2018 18:25,4/23/2018 19:19,4/24/2018 19:31,5/15/2018 0:00
f271576bed568e896f99eb710cd3a6f8,25,delivered,1/7/2018 21:44,1/7/2018 21:51,1/10/2018 21:56,1/17/2018 20:26,2/14/2018 0:00
686541986ecfb7d9296eb67719973bf0,21,delivered,2/10/2018 13:26,2/10/2018 13:35,2/14/2018 20:47,2/20/2018 22:13,3/12/2018 0:00
68e48e68da1f50f7c5838ea75e3a20dd,15,delivered,6/18/2018 16:02,6/18/2018 17:00,6/19/2018 15:55,6/22/2018 21:18,7/13/2018 0:00
b52cc4919de82b4d696a4380d10804a3,38,delivered,6/13/2018 13:47,6/15/2018 2:37,6/15/2018 14:22,6/18/2018 22:32,6/26/2018 0:00
fdf128b3630c21adc9ca4fb8a51b68ec,22,delivered,7/15/2018 8:33,7/16/2018 14:31,7/17/2018 15:33,7/24/2018 16:41,8/2/2018 0:00
a6aeb116d2cb5013eb8a94585b71ffef,49,delivered,9/13/2017 14:27,9/13/2017 14:44,9/15/2017 18:42,9/16/2017 15:40,9/25/2017 0:00
fa516182d28f96f5f5c651026b0749ee,73,delivered,4/13/2018 8:44,4/13/2018 13:30,4/13/2018 22:19,4/19/2018 20:41,5/8/2018 0:00
6abaad69b8b349c3a529b4b91ce18e46,19,delivered,2/15/2018 10:33,2/15/2018 10:47,2/20/2018 14:15,2/24/2018 19:15,3/7/2018 0:00
974c1993ab8024d3ed16229183c2308d,73,delivered,2/20/2017 11:45,2/22/2017 3:10,2/23/2017 6:47,3/9/2017 14:27,3/21/2017 0:00
82bce245b1c9148f8d19a55b9ff70644,71,delivered,4/20/2017 17:15,4/21/2017 5:15,4/24/2017 9:34,5/10/2017 9:17,5/12/2017 0:00
a910f58086d58b3ae6f37aa712d377b9,100,delivered,9/15/2017 9:19,9/15/2017 9:35,9/18/2017 18:20,9/25/2017 20:14,10/11/2017 0:00
bd4bd0194d6d29f83b8557d4b89b572a,17,delivered,7/28/2018 16:52,7/31/2018 3:50,8/1/2018 16:01,8/6/2018 18:44,8/8/2018 0:00
634e8f4c0f6744a626f77f39770ac6aa,45,delivered,8/9/2017 18:32,8/9/2017 18:45,8/10/2017 20:21,8/16/2017 18:17,8/31/2017 0:00
6d25592267349b322799e2beb687871e,34,delivered,8/26/2018 22:04,8/28/2018 4:10,8/28/2018 12:56,8/29/2018 12:40,8/30/2018 0:00
b8801cccd8068de30112e4f49903d74a,50,delivered,7/30/2017 3:06,7/30/2017 3:25,7/31/2017 16:42,8/1/2017 14:27,8/16/2017 0:00
2711a938db643b3f0b62ee2c8a2784aa,6,delivered,12/22/2017 0:17,12/23/2017 2:15,12/27/2017 19:54,1/9/2018 19:52,1/19/2018 0:00
3bc77ce8be27211bac313c2daa402d1a,73,delivered,4/6/2017 22:39,4/6/2017 22:50,4/7/2017 14:54,4/11/2017 12:31,4/27/2017 0:00
10c320f977c6a18f91b2d14be13128c6,87,delivered,5/9/2017 20:48,5/9/2017 21:02,5/10/2017 11:22,5/18/2017 13:22,6/1/2017 0:00
0a4a2fccb27bd83a892fa503987a595b,26,delivered,4/20/2017 20:42,4/20/2017 20:55,4/25/2017 8:23,5/11/2017 13:07,5/25/2017 0:00
e4de6d53ecff736bc68804b0b6e9f635,93,delivered,10/16/2017 14:56,10/17/2017 3:49,10/27/2017 22:14,11/8/2017 21:25,11/21/2017 0:00
6b860b35691d486e45dc98e3514ec5f6,23,delivered,12/8/2017 9:42,12/9/2017 2:49,12/11/2017 15:19,12/19/2017 18:43,1/3/2018 0:00
ec341c54a5ebf8ee0a67a8632aa7579b,90,delivered,8/26/2017 16:53,8/27/2017 17:04,8/30/2017 13:26,9/8/2017 20:39,9/21/2017 0:00
cadbb3657dac2dbbd5b84b12e7b78aad,79,delivered,2/27/2018 12:55,3/1/2018 2:48,3/3/2018 2:27,3/16/2018 14:59,3/29/2018 0:00
9defaf92cff22420e4e8ef7784815a55,2,delivered,5/11/2018 13:10,5/11/2018 13:36,5/16/2018 14:43,5/21/2018 16:09,6/5/2018 0:00
20e0101b20700188cadb288126949685,25,delivered,1/22/2018 19:22,1/22/2018 19:36,1/24/2018 23:32,2/15/2018 20:08,2/19/2018 0:00
0e782c3705510e717d28907746cbda82,36,delivered,5/1/2018 8:12,5/1/2018 8:52,5/2/2018 19:01,5/4/2018 14:02,5/16/2018 0:00
d3d6788577c9592da441752e8a1dd5e3,99,delivered,9/19/2017 22:17,9/20/2017 7:55,9/22/2017 17:23,10/10/2017 18:43,10/13/2017 0:00
86f21bf63784876b9fd6d35f46581d72,4,delivered,4/11/2018 22:32,4/11/2018 22:49,4/14/2018 0:02,4/27/2018 23:14,5/21/2018 0:00
8447ff843b2616c50c0ced28ab1dae03,10,delivered,12/20/2017 23:45,12/22/2017 2:37,12/23/2017 13:10,1/9/2018 18:14,1/22/2018 0:00
f169bd689fb8b32ccd62df9050aebc0b,34,delivered,4/22/2018 23:23,4/24/2018 19:24,4/27/2018 13:46,4/30/2018 17:57,5/7/2018 0:00
77e9941864fc840be8e4b1ba5347c0f7,62,delivered,8/3/2018 8:59,8/3/2018 9:31,8/3/2018 10:10,8/17/2018 0:49,8/27/2018 0:00
41bb5cee06dbf170878a9ef93ac7e7f5,92,delivered,5/14/2018 8:35,5/14/2018 8:52,5/16/2018 14:46,5/18/2018 14:48,6/8/2018 0:00
6a0a8bfbbe700284feb0845d95e0867f,91,delivered,11/22/2017 11:32,11/22/2017 11:46,11/27/2017 13:39,12/28/2017 19:43,12/11/2017 0:00
f7959f8385f34c4f645327465a1c9fc4,73,delivered,3/30/2017 7:50,3/30/2017 8:05,3/30/2017 10:55,4/10/2017 2:59,4/26/2017 0:00
23f553848a03aaab35bb3f9f87725125,76,delivered,6/5/2018 9:10,6/5/2018 9:32,6/6/2018 15:37,6/18/2018 12:36,7/23/2018 0:00
e3447938231fb6ba2fee0231b51eca59,19,delivered,8/26/2018 11:04,8/26/2018 11:15,8/27/2018 15:52,8/28/2018 21:06,8/30/2018 0:00
e346cd9299371b18c0b28e8e29a5e376,42,delivered,5/17/2017 8:36,5/17/2017 8:45,5/17/2017 10:13,5/23/2017 13:32,6/6/2017 0:00
a5474c0071dd5d1074e12d417078bbd0,47,delivered,7/30/2018 22:41,8/1/2018 2:50,8/2/2018 10:35,8/3/2018 19:28,8/2/2018 0:00
0760a852e4e9d89eb77bf631eaaf1c84,49,invoiced,8/3/2018 17:44,8/7/2018 6:15,,,8/21/2018 0:00
bb7c5cf4dff9994daeab7c8ee9d287aa,32,delivered,3/1/2018 22:14,3/2/2018 22:08,3/5/2018 17:32,3/9/2018 14:48,3/26/2018 0:00
66d03fb3c4b0f80b5db04ef9c260336d,71,delivered,2/6/2018 21:09,2/6/2018 21:29,2/7/2018 17:13,2/16/2018 20:24,3/7/2018 0:00
a6cd683d4bd3b9b1f0aa37b27f8116d3,71,delivered,1/28/2017 23:45,1/29/2017 1:31,2/1/2017 14:25,2/10/2017 17:30,3/10/2017 0:00
bfe42c22ecbf90bc9f35cf591270b6a7,66,delivered,1/27/2018 22:04,1/27/2018 22:16,2/3/2018 3:56,2/9/2018 20:16,2/26/2018 0:00
e1da8361c76cab67aa3588a1fbf1af54,91,delivered,7/1/2017 15:42,7/4/2017 4:10,7/4/2017 14:52,7/12/2017 20:17,7/25/2017 0:00
af5b0604e113e1526593d505a26ef39d,36,delivered,9/27/2017 12:07,9/27/2017 12:26,9/29/2017 22:25,9/30/2017 17:13,10/16/2017 0:00
9d531c565e28c3e0d756192f84d8731f,93,delivered,11/28/2017 21:00,12/1/2017 9:31,12/14/2017 20:37,1/23/2018 21:38,12/22/2017 0:00
4da3bd761ca73d692ae0f5c252495546,96,delivered,2/1/2018 12:31,2/1/2018 12:54,2/2/2018 0:39,2/2/2018 16:12,2/19/2018 0:00
80d817467dc3d0a4bb5ab8986c962b1f,92,delivered,8/22/2018 16:10,8/22/2018 16:25,8/23/2018 14:33,8/28/2018 14:52,9/5/2018 0:00
c75acba615d2db29345327974641467d,31,delivered,7/6/2018 23:36,7/7/2018 10:10,7/10/2018 14:25,7/13/2018 17:18,8/10/2018 0:00
210e60465099814a1d2c7635e4065153,3,delivered,5/9/2018 18:27,5/9/2018 18:54,5/10/2018 16:07,5/22/2018 0:08,5/29/2018 0:00
8fc207e94fa91a7649c5a5dab690272a,69,delivered,11/26/2017 17:49,11/26/2017 17:58,11/28/2017 23:17,1/20/2018 13:42,12/19/2017 0:00
4b3a605942f29d490cb74bd6ace6b9f0,48,delivered,9/29/2017 9:32,9/29/2017 9:44,9/29/2017 21:58,9/30/2017 16:55,10/17/2017 0:00
1c35ac660d7ef6691b25d20df3d6eccb,15,delivered,6/27/2017 23:11,6/27/2017 23:35,6/28/2017 14:28,6/29/2017 10:16,7/10/2017 0:00
01a75ac3dd000b7628a684be97c29234,5,delivered,1/23/2018 10:32,1/23/2018 10:59,1/26/2018 19:12,2/7/2018 14:59,2/21/2018 0:00
0c6b011f8a4f87010c23995f5807d152,62,delivered,8/20/2018 18:24,8/20/2018 18:35,8/21/2018 11:53,8/28/2018 13:43,9/13/2018 0:00
ee0c5c649e17808bc4a363d3a80ebf85,12,delivered,1/30/2018 7:51,1/30/2018 8:13,1/31/2018 15:06,2/20/2018 15:25,2/21/2018 0:00
f2fa3795760c35b8c05fa8e2f09d5143,84,delivered,3/31/2018 14:20,4/3/2018 5:10,4/5/2018 0:44,4/7/2018 0:06,5/4/2018 0:00
3923e3ade70348985bd2ca389905cf19,79,delivered,3/7/2018 23:00,3/9/2018 3:00,3/14/2018 2:08,3/19/2018 18:46,3/29/2018 0:00
e37797aedc7cd4ef82278fbc169eecaf,44,delivered,5/8/2018 22:12,5/8/2018 22:31,5/10/2018 13:35,5/14/2018 18:55,5/23/2018 0:00
35660aec0cc42b6257e24281ee0e6255,43,delivered,3/30/2017 14:46,3/30/2017 14:55,4/10/2017 18:53,4/27/2017 11:08,5/12/2017 0:00
b01875821b8dcb6abc61776f0f971bce,72,delivered,11/24/2017 21:55,11/25/2017 1:31,11/28/2017 22:37,12/1/2017 21:11,12/15/2017 0:00
5164933efe0cd14f31424b9badf81f19,96,delivered,4/25/2018 22:18,4/25/2018 22:31,4/26/2018 12:35,4/27/2018 16:50,5/14/2018 0:00
06a6627d9cc91a04e9d146bf65fee0a2,75,delivered,7/16/2017 10:27,7/16/2017 10:35,7/18/2017 12:34,7/21/2017 19:59,8/4/2017 0:00
15bed8e2fec7fdbadb186b57c46c92f2,71,processing,9/3/2017 14:22,9/3/2017 14:30,,,10/3/2017 0:00
5447160f15621601fa9ba2b94f4906b3,44,delivered,11/21/2017 12:08,11/21/2017 12:40,11/22/2017 20:17,11/28/2017 20:33,12/14/2017 0:00
01855f880aae9a984c7c33b26fcf2e02,74,delivered,10/19/2017 15:08,10/19/2017 15:35,10/23/2017 13:14,10/24/2017 15:57,10/31/2017 0:00
65312c6e4ce03c0fb633a4ac541949d8,89,delivered,7/22/2018 15:19,7/23/2018 12:32,7/25/2018 10:06,8/2/2018 21:08,8/13/2018 0:00
741fd1b80f015f170a7f458cf86769b8,9,delivered,12/2/2017 14:28,12/2/2017 14:38,12/4/2017 21:54,12/11/2017 16:17,1/4/2018 0:00
b16cec67cb3f5a4bb31abe8988b43d19,38,delivered,3/26/2018 9:14,3/26/2018 9:28,3/27/2018 17:21,3/29/2018 20:08,4/20/2018 0:00
e6190dea235662449d160357e46eaec8,48,delivered,1/9/2018 6:37,1/9/2018 7:27,1/9/2018 18:35,1/15/2018 14:56,2/6/2018 0:00
8eeda294fab8a5ed70259afb59a10ff8,93,delivered,2/6/2018 18:25,2/7/2018 2:35,2/7/2018 22:15,2/14/2018 19:07,3/8/2018 0:00
89165e6d4c28047da0adf13ac8b3e1b3,54,delivered,7/18/2018 13:39,7/18/2018 13:50,7/24/2018 14:14,7/26/2018 18:26,7/30/2018 0:00
f376081d7c5f1767fbc7fae2d19ca32e,60,delivered,3/28/2017 16:03,3/28/2017 16:15,3/29/2017 13:23,3/31/2017 10:07,4/17/2017 0:00
4b87488fb6269f8321508923b95da4d6,97,delivered,6/8/2018 12:19,6/8/2018 12:37,6/11/2018 8:23,6/15/2018 20:58,7/5/2018 0:00
e9ce52cd563d0124dced659e69eab10a,66,delivered,7/10/2017 12:23,7/12/2017 2:10,7/13/2017 18:35,7/17/2017 17:03,7/28/2017 0:00
9344ccd01ff5fa7ec2aef0ee7e1c49c3,91,delivered,5/16/2018 16:10,5/18/2018 4:54,5/21/2018 7:09,5/24/2018 19:04,6/4/2018 0:00
f4471dae8c482f51aa1826cd9f5d4433,50,delivered,7/5/2018 18:40,7/5/2018 18:55,7/10/2018 15:10,7/11/2018 21:16,7/19/2018 0:00
aeb4c9d05ab11d7c6c9ca24f8c43bd70,40,delivered,9/20/2017 17:12,9/21/2017 14:44,9/22/2017 17:54,9/28/2017 19:47,10/18/2017 0:00
33a3edb84b9df4cb49546859b990ac6d,24,delivered,2/21/2018 17:15,2/22/2018 16:10,2/23/2018 22:42,3/22/2018 0:03,3/16/2018 0:00
9885fff91f7c807525f8320e5292a3db,7,delivered,1/10/2018 14:18,1/11/2018 2:48,1/12/2018 14:15,1/24/2018 23:16,1/31/2018 0:00
e7a65190baa4e6fd192246157c0b81fb,32,delivered,4/26/2017 16:14,4/27/2017 17:22,4/28/2017 12:43,5/12/2017 14:04,5/29/2017 0:00
62a12e4d2a742b2491d7c00d2d79bf52,16,delivered,11/27/2017 19:24,11/27/2017 19:39,11/28/2017 22:58,12/8/2017 15:41,12/27/2017 0:00
90349f264a3d6a2525a34598d09dda6b,4,delivered,5/11/2018 16:35,5/12/2018 3:32,5/14/2018 15:16,5/15/2018 18:38,5/21/2018 0:00
95cf9f239f724799131f7ca949209bd9,5,delivered,5/25/2018 8:54,5/25/2018 9:16,5/28/2018 15:43,5/30/2018 15:06,6/12/2018 0:00
04a59fe46fc5aa341da5378c195ed53c,22,delivered,11/26/2017 9:32,11/28/2017 9:35,11/28/2017 19:18,12/11/2017 19:03,12/19/2017 0:00
86b37610c0e86e94afe3d5ba4b73fa14,28,delivered,11/17/2017 21:14,11/22/2017 2:49,11/22/2017 17:37,12/5/2017 20:23,12/20/2017 0:00
5c2d1d55c31db1cbe069dc9b6454b897,49,delivered,7/23/2018 18:27,7/24/2018 10:32,7/25/2018 14:10,8/1/2018 19:31,8/10/2018 0:00
1d067305b599c1e0dceb3864056ea527,94,delivered,2/14/2018 13:05,2/14/2018 13:15,2/20/2018 20:12,3/9/2018 21:52,3/9/2018 0:00
abc5ec9ecaec740b498a37f19c29a8c0,20,delivered,4/30/2017 22:43,4/30/2017 22:55,5/2/2017 13:58,5/12/2017 12:04,6/5/2017 0:00
6942b8da583c2f9957e990d028607019,47,shipped,1/10/2018 11:33,1/11/2018 2:32,1/11/2018 19:39,,2/7/2018 0:00
c3cb4c7c4b963ab08b07a5dca5baf05d,12,delivered,5/15/2017 16:29,5/16/2017 3:35,5/17/2017 9:24,5/23/2017 12:51,6/8/2017 0:00
af66c46c49bdb3bf2f862efb1eb67d81,14,delivered,7/22/2017 19:16,7/22/2017 19:25,7/25/2017 19:14,7/31/2017 18:17,8/11/2017 0:00
14e6e050a57912543937e93051cc7b2c,68,delivered,6/24/2018 19:01,6/24/2018 19:20,6/25/2018 15:57,6/28/2018 13:03,7/27/2018 0:00
cefa8ee1540139ac77fa0c1b4ff1f04b,9,delivered,7/2/2018 12:54,7/2/2018 13:10,7/3/2018 15:04,7/6/2018 11:52,7/25/2018 0:00
265f4e28ef8cf69f8445e2951bbe7343,53,delivered,3/6/2017 0:14,3/6/2017 0:33,3/6/2017 9:54,3/20/2017 9:28,4/11/2017 0:00
34276839abbc2d596eb36540d36c624c,38,delivered,10/4/2017 23:02,10/4/2017 23:14,10/5/2017 18:37,10/20/2017 16:18,11/9/2017 0:00
556bbf53c2c22fbb9ef31a414dd444a6,51,delivered,12/21/2017 17:43,12/21/2017 17:56,12/26/2017 16:59,1/4/2018 21:56,1/22/2018 0:00
36530871a5e80138db53bcfd8a104d90,80,shipped,5/9/2017 11:48,5/11/2017 11:45,5/11/2017 13:21,,6/8/2017 0:00
b2bd1f09c1b8a4a36940f6f6e49d5dec,9,delivered,2/2/2018 16:15,2/2/2018 16:36,2/6/2018 1:28,2/20/2018 18:09,3/7/2018 0:00
e69e2290db6b2d3b7593a40112e1a82a,23,delivered,6/1/2018 11:26,6/2/2018 3:15,6/4/2018 13:08,6/5/2018 17:44,7/4/2018 0:00
c8627adf430caff83161acbeb344d8f5,4,delivered,8/9/2018 16:23,8/9/2018 17:30,8/10/2018 12:32,8/14/2018 19:12,8/21/2018 0:00
1370fae9b19ee5e01a2d609eb18b7c8a,22,delivered,11/15/2017 13:47,11/15/2017 13:55,11/17/2017 15:12,12/6/2017 1:12,12/14/2017 0:00
